,meshcode,recordid,areano,nextflg,elcode,objectid,elcnt,dspflg,geometry
17,513253,4,4,0,540000,7-50-7-124-44764159,334,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,
18,513253,4,5,0,540000,7-50-7-124-44764298,310,ÿùÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿø,
19,513253,4,7,1,540000,7-50-7-124-44769133,400,ÿÿÿÿÿÿÿüÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
20,513253,4,7,2,540000,7-50-7-124-44769133,397,ÿÿÿÿÿð,
21,513253,4,8,1,540000,7-50-7-124-44769133,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
22,513253,4,8,2,540000,7-50-7-124-44769133,186,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
23,513253,4,9,0,540000,7-50-7-124-44770846,215,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,
24,513253,4,10,0,540000,7-50-7-124-44772002,324,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿð,
25,513253,4,11,1,540000,7-50-7-124-44772574,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
26,513253,4,11,2,540000,7-50-7-124-44772574,354,ÿÿÿÿÿÿÿÿÿÇÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
27,513253,4,12,0,540000,7-50-7-124-44773162,276,,
28,513253,4,13,1,540000,7-50-7-124-44773356,400,,
29,513253,4,13,2,540000,7-50-7-124-44773356,39,,
30,513253,4,14,1,540000,7-50-7-124-44774231,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
31,513253,4,14,2,540000,7-50-7-124-44774231,218,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
32,513253,4,15,0,540000,7-50-7-124-44774231,357,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿûÿø,
33,513253,4,17,0,540000,7-50-7-124-44780209,308,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿà,
34,513253,4,18,0,540000,7-50-7-124-44780209,22,ÿÿø,
35,513253,4,19,1,540000,7-50-7-124-44780209,400,ÿÿûÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
36,513253,4,19,2,540000,7-50-7-124-44780209,393,ÿÿÿÿÿýÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
37,513253,4,20,1,540000,7-50-7-124-44780209,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
38,513253,4,20,2,540000,7-50-7-124-44780209,91,ÿÿÿÿÿÿÿÿÿÿÿÀ,
39,513253,4,21,1,540000,7-50-7-124-44780209,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿûÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
40,513253,4,21,2,540000,7-50-7-124-44780209,41,ÿÿÿÿÿ,
41,513253,4,27,0,540000,7-50-7-124-44788239,9,ÿ,
42,513253,4,28,1,540000,7-50-7-124-44789479,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
43,513253,4,28,2,540000,7-50-7-124-44789479,1,,
44,513253,4,29,1,540000,7-50-7-124-44789479,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
45,513253,4,29,2,540000,7-50-7-124-44789479,34,ÿÿÿÿ,
46,513253,4,30,1,540000,7-50-7-124-44789479,400,ÿÿïÿÿþ?ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
47,513253,4,30,2,540000,7-50-7-124-44789479,59,ÿÿÿÿÿÿÿà,
48,513253,4,32,1,540000,7-50-7-124-44797833,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿð,
49,513253,4,32,2,540000,7-50-7-124-44797833,277,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿø,
50,513253,4,33,1,540000,7-50-7-124-44799482,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
51,513253,4,33,2,540000,7-50-7-124-44799482,5,ð,
52,513253,4,34,1,540000,7-50-7-124-44799482,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
53,513253,4,34,2,540000,7-50-7-124-44799482,131,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
54,513253,4,35,1,540000,7-50-7-124-44800463,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
55,513253,4,35,2,540000,7-50-7-124-44800463,296,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,
56,513253,4,36,1,540000,7-50-7-124-44800463,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
57,513253,4,36,2,540000,7-50-7-124-44800463,211,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
58,513253,4,37,1,540000,7-50-7-124-44800463,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
59,513253,4,37,2,540000,7-50-7-124-44800463,320,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿïÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
60,513253,4,38,0,540000,7-50-7-124-44800703,4,,
61,513253,4,39,0,540000,7-50-7-124-44801156,18,ÿ,
62,513253,4,41,0,540000,7-50-7-124-44802910,145,ÿÿÿÿÿþÿÿÿÿÿÿÿÿÿÿÿ,
63,513253,4,43,0,540000,7-50-7-124-44806238,275,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
64,513253,4,45,1,540000,7-50-7-124-44810452,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
65,513253,4,45,2,540000,7-50-7-124-44810452,90,ÿÿÿÿÿÿÿÿÿÿþ,
66,513253,4,48,0,540000,7-50-7-124-44812225,159,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿàÿþ,
67,513253,4,49,1,540000,7-50-7-124-44817765,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
68,513253,4,49,2,540000,7-50-7-124-44817765,301,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿàÿÿÿÿÿÿÿÿø,
69,513253,4,51,0,540000,7-50-7-124-44825283,285,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿðÿÿÿÿø,
70,513253,4,54,0,540000,7-50-7-124-44831545,5,,
71,513253,4,57,1,540000,7-50-7-124-44838693,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
72,513253,4,57,2,540000,7-50-7-124-44838693,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,
73,513253,4,58,1,540000,7-50-7-124-44838693,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿøÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
74,513253,4,58,2,540000,7-50-7-124-44838693,395,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
75,513253,4,59,0,540000,7-50-7-124-44838693,205,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿð,
76,513253,4,61,1,540000,7-50-7-124-44839792,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
77,513253,4,61,2,540000,7-50-7-124-44839792,281,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
78,513253,4,62,0,540000,7-50-7-124-44839792,380,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿûð,
79,513253,4,64,0,540000,7-50-7-124-44842815,161,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
80,513253,4,65,0,540000,7-50-7-124-44842840,233,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿñÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
81,513253,4,66,0,540000,7-50-7-124-44842943,6,,
82,513253,4,67,0,540000,7-50-7-124-44843043,180,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿð,
83,513253,4,73,0,540000,7-50-7-124-44852169,148,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
84,513253,4,75,0,540000,7-50-7-124-44852327,54,ÿÿÿÿÿÿø,
85,513253,4,76,0,540000,7-50-7-124-44852366,53,ÿÿÿÿÿÿð,
86,513253,4,78,0,540000,7-50-7-124-44853527,220,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿà,
87,513253,4,79,1,540000,7-50-7-124-44900972,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
88,513253,4,79,2,540000,7-50-7-124-44900972,227,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
89,513253,4,80,0,540000,7-50-7-124-44906590,14,ÿø,
90,513253,4,81,0,540000,7-50-7-124-44910528,244,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿà,
91,513253,4,82,0,540000,7-50-7-124-44910696,257,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
92,513253,4,83,1,540000,7-50-7-124-44914731,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
93,513253,4,83,2,540000,7-50-7-124-44914731,111,ÿÿÿÿÿÿÿÿÿÿÿÿÿü,
94,513253,4,84,0,540000,7-50-7-124-44928753,56,ÿÿÿÿÿÿþ,
95,513253,4,85,0,540000,7-50-7-124-44932855,339,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
96,513253,4,86,0,540000,7-50-7-124-44935378,274,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
97,513253,4,89,0,540000,7-50-7-234-45683893,250,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
98,513253,4,90,1,540000,7-50-7-234-45688597,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿûÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
99,513253,4,90,2,540000,7-50-7-234-45688597,63,ÿÿÿÿÿÿÿü,
100,513253,4,91,1,540000,7-50-7-234-45688597,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
101,513253,4,91,2,540000,7-50-7-234-45688597,6,ø,
102,513253,4,92,0,540000,7-50-7-234-45688724,154,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
103,513253,4,93,0,540000,7-50-7-234-45688724,229,ßÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿð,
104,513253,4,94,0,540000,7-50-7-234-45688724,37,ÿÿÿÿð,
105,513253,4,95,0,540000,7-50-7-234-45689015,231,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,
106,513253,4,96,1,540000,7-50-7-234-45689015,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
107,513253,4,96,2,540000,7-50-7-234-45689015,243,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
108,513253,4,97,0,540000,7-50-7-234-45690225,332,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿà,
109,513253,4,98,1,540000,7-50-7-234-45690225,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
110,513253,4,98,2,540000,7-50-7-234-45690225,144,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,
111,513253,4,99,1,540000,7-50-7-234-45690225,400,ÿÿÿÿÿÿÿÿ÷ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
112,513253,4,99,2,540000,7-50-7-234-45690225,113,ÿÿÿÿýÿÿÿÿÿÿÿÿ,
113,513253,4,100,1,540000,7-50-7-234-45691214,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
114,513253,4,100,2,540000,7-50-7-234-45691214,211,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
115,513253,4,101,0,540000,7-50-7-234-45691214,385,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
116,513253,4,102,1,540000,7-50-7-234-45691214,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ¿ÿÿÿÿÿÿÿÿÿÿÿÿÿÿûÿÿÿÿÿÿÿÿüÿÿÿÿÿÿÿÿÿ,
117,513253,4,102,2,540000,7-50-7-234-45691214,131,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿà,
118,513253,4,103,1,540000,7-50-7-234-45692964,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
119,513253,4,103,2,540000,7-50-7-234-45692964,362,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
120,513253,4,104,1,540000,7-50-7-234-45692964,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
121,513253,4,104,2,540000,7-50-7-234-45692964,74,ÿÿÿÿÿÿÿÿÿ,
122,513253,4,106,1,540000,7-50-7-234-45694345,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
123,513253,4,106,2,540000,7-50-7-234-45694345,97,ÿÿÿÿÿÿÿÿÿÿÿÿ,
124,513253,4,107,1,540000,7-50-7-234-45694345,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
125,513253,4,107,2,540000,7-50-7-234-45694345,188,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿà,
126,513253,4,109,1,540000,7-50-7-234-45696702,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
127,513253,4,109,2,540000,7-50-7-234-45696702,90,ÿÿÿÿÿÿÿÿÿÿÿ,
128,513253,4,110,0,540000,7-50-7-234-45696702,366,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿø,
129,513253,4,111,1,540000,7-50-7-234-45696702,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
130,513253,4,111,2,540000,7-50-7-234-45696702,103,ÿÿÿÿÿÿÿÿÿÿÿÿü,
131,513253,4,112,1,540000,7-50-7-234-45696881,400,ÿÿÿñÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
132,513253,4,112,2,540000,7-50-7-234-45696881,3,À,
133,513253,4,113,0,540000,7-50-7-234-45697040,264,ÿÿÿÿÿÿð,
134,513253,4,115,1,540000,7-50-7-234-45697883,400,?ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
135,513253,4,115,2,540000,7-50-7-234-45697883,237,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿð,
136,513253,4,116,0,540000,7-50-7-234-45697883,343,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿgø,
137,513253,4,117,1,540000,7-50-7-234-45698170,400,ÿÿÿÿÿÿÿÿÿÿÿßÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
138,513253,4,117,2,540000,7-50-7-234-45698170,42,ûÿÿ÷ÿÀ,
139,513253,4,118,0,540000,7-50-7-234-45698674,314,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
140,513253,4,119,0,540000,7-50-7-234-45698802,235,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿãÿÿÿÀ,
141,513253,4,121,0,540000,7-50-7-234-45701650,9,ÿ,
142,513253,4,122,0,540000,7-50-7-234-45701973,53,ÿÿýÿÿð,
143,513253,4,123,0,540000,7-50-7-234-51248278,36,ÿÿÿÿà,
144,513253,4,124,0,540000,7-50-7-234-51248300,14,ÿø,
145,513253,4,125,0,540000,7-50-7-251-37720370,7,8,
146,513253,4,126,0,540000,7-50-7-251-37720374,5,0,
147,513253,4,127,0,540000,7-50-7-283-100381157,217,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿà,
148,513253,4,128,0,540000,7-50-7-283-100381678,327,ü,
149,513253,4,131,0,540000,7-50-7-313-39391155,151,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿø,
150,513253,4,132,1,540000,7-50-7-313-39391493,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,
151,513253,4,132,2,540000,7-50-7-313-39391493,13,ÿð,
152,513253,4,135,0,540000,7-50-7-313-39392120,197,ÿÿÿÇÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿø,
153,513253,4,136,0,540000,7-50-7-313-39393962,244,ÿÿ,
154,513253,4,137,0,540000,7-50-7-313-39394256,36,ÿÿÿÿà,
155,513253,4,138,0,540000,7-50-7-313-39394256,15,ÿü,
156,513253,4,139,0,540000,7-50-7-313-39394256,105,ÿÿÿÿÿÿÿÿÿÿÿÿÿ,
157,513253,4,140,0,540000,7-50-7-313-39394852,67,ÿÿßÿÿÿÿÿÀ,
158,513253,4,141,0,540000,7-50-7-313-39397153,104,ÿÿÿÿÿÿÿÿÿÿÿÿþ,
159,513253,4,142,0,540000,7-50-7-313-39399322,13,ÿð,
160,513253,4,143,0,540000,7-50-7-313-39401026,9,ÿ,
161,513253,4,144,0,540000,7-50-7-313-39401026,20,ÿÿÀ,
162,513253,4,145,0,540000,7-50-7-313-39401026,36,ÿÿÿÿà,
163,513253,5,2,0,65D000,730000037276,10,ÿ,
