,meshcode,linkno,kiseino,day,shour,ehour,sdate,edate,cartype,geometry
0,513243,947,1,011111100,0700,0900,0101,1231,0,
1,513243,948,1,011111100,0700,0900,0101,1231,0,
2,513243,964,1,011111100,0730,0830,0101,1231,0,
3,513243,965,1,011111100,0730,0830,0101,1231,0,
4,513243,974,1,011111000,0730,0830,0101,1231,0,
5,513243,1188,1,011111000,0730,0830,0101,1231,0,
6,513243,1189,1,011111000,0730,0830,0101,1231,0,
7,513243,1190,1,011111000,0730,0830,0101,1231,0,
8,513243,1191,1,011111000,0730,0830,0101,1231,0,
9,513243,1441,1,011111000,0730,0830,0101,1231,0,
10,513243,1472,1,011111000,0730,0830,0101,1231,0,
11,513243,2195,1,100000000,1100,2300,0101,1231,0,
12,513243,2380,1,100000000,2300,2400,0101,1231,0,
13,513243,2380,2,100000000,0000,0500,0101,1231,0,
14,513243,2672,1,100000000,1100,2100,0101,1231,0,
15,513243,2699,1,011111000,0730,0830,0101,1231,0,
16,513243,2732,1,011111100,0700,0900,0101,1231,0,
17,513243,2904,1,011111000,0730,0830,0101,1231,0,
18,513243,2905,1,011111000,0730,0830,0101,1231,0,
19,513243,2911,1,100000000,1100,2100,0101,1231,0,
20,513243,2967,1,011111000,0730,0830,0101,1231,0,
21,513243,2986,1,011111100,0730,0830,0101,1231,0,
22,513243,2987,1,011111100,0730,0830,0101,1231,0,
23,513243,3238,1,011111000,0730,0830,0101,1231,0,
24,513243,3246,1,011111000,0730,0830,0101,1231,0,
25,513243,3249,1,011111000,0730,0830,0101,1231,0,
26,513243,3250,1,011111000,0730,0830,0101,1231,0,
27,513243,3251,1,011111000,0730,0830,0101,1231,0,
28,513243,3260,1,011111000,0730,0830,0101,1231,0,
29,513243,3261,1,011111000,0730,0830,0101,1231,0,
30,513243,3262,1,011111000,0730,0830,0101,1231,0,
31,513243,3263,1,011111000,0730,0830,0101,1231,0,
32,513243,3264,1,011111000,0730,0830,0101,1231,0,
33,513243,3265,1,011111000,0730,0830,0101,1231,0,
34,513243,3266,1,011111000,0730,0830,0101,1231,0,
35,513243,3267,1,011111000,0730,0830,0101,1231,0,
36,513243,3268,1,011111000,0730,0830,0101,1231,0,
37,513243,3295,1,100000000,0000,2400,0101,1231,0,
38,513243,3449,1,011111000,0730,0830,0101,1231,0,
39,513243,3450,1,011111000,0730,0830,0101,1231,0,
40,513243,3577,1,011111000,0730,0830,0101,1231,0,
41,513243,3578,1,011111000,0730,0830,0101,1231,0,
42,513243,4411,1,100000000,0700,0900,0101,1231,0,
43,513243,4537,1,100000000,0700,0900,0101,1231,0,
44,513243,4539,1,100000000,1100,2100,0101,1231,0,
45,513243,4623,1,011111100,0730,0830,0101,1231,0,
46,513243,4628,1,011111000,0730,0830,0101,1231,0,
47,513243,4639,1,011111000,0730,0830,0101,1231,0,
48,513243,4776,1,100000000,0730,0830,0101,1231,0,
49,513243,4777,1,100000000,0730,0830,0101,1231,0,
50,513243,4884,1,100000000,0700,0900,0101,1231,0,
51,513243,4885,1,100000000,0700,0900,0101,1231,0,
52,513243,4886,1,100000000,0700,0900,0101,1231,0,
53,513243,4887,1,100000000,0700,0900,0101,1231,0,
54,513243,5048,1,100000000,0700,0900,0101,1231,0,
55,513243,5081,1,100000000,0700,0900,0101,1231,0,
56,513243,5231,1,100000000,0700,0900,0101,1231,0,
57,513243,5382,1,100000000,0700,0900,0101,1231,0,
58,513243,5492,1,100000000,1100,2100,0101,1231,0,
59,513243,5628,1,100000000,0700,0900,0101,1231,0,
60,513243,5679,1,011111100,0730,0830,0101,1231,0,
61,513243,5744,1,011111000,0730,0830,0101,1231,0,
62,513243,5745,1,011111000,0730,0830,0101,1231,0,
63,513243,5747,1,011111000,0730,0830,0101,1231,0,
64,513243,5748,1,011111000,0730,0830,0101,1231,0,
65,513243,5760,1,011111000,0730,0830,0101,1231,0,
66,513243,5770,1,011111000,0730,0830,0101,1231,0,
67,513243,5771,1,011111000,0730,0830,0101,1231,0,
68,513243,5772,1,011111000,0730,0830,0101,1231,0,
69,513243,5816,1,011111000,0730,0830,0101,1231,0,
70,513243,5817,1,011111000,0730,0830,0101,1231,0,
71,513243,5818,1,011111000,0730,0830,0101,1231,0,
72,513243,5819,1,011111000,0730,0830,0101,1231,0,
73,513243,5874,1,011111000,0700,0900,0101,1231,0,
74,513243,5875,1,011111000,0700,0900,0101,1231,0,
75,513243,5877,1,011111000,0700,0900,0101,1231,0,
76,513243,5878,1,011111000,0700,0900,0101,1231,0,
77,513243,5879,1,011111000,0700,0900,0101,1231,0,
78,513243,5990,1,100000000,0700,0900,0101,1231,0,
79,513243,6125,1,100000000,0700,0900,0101,1231,0,
80,513243,6133,1,011111100,0730,0830,0101,1231,0,
81,513243,6134,1,011111100,0730,0830,0101,1231,0,
82,513243,6135,1,011111100,0730,0830,0101,1231,0,
83,513243,6170,1,011111000,0730,0830,0101,1231,0,
84,513243,6171,1,011111000,0730,0830,0101,1231,0,
85,513243,6176,1,011111000,0730,0830,0101,1231,0,
86,513243,6221,1,011111100,0730,0830,0101,1231,0,
87,513243,6243,1,011111000,0730,0830,0101,1231,0,
88,513243,6244,1,011111000,0730,0830,0101,1231,0,
89,513243,6246,1,011111000,0730,0830,0101,1231,0,
90,513243,6794,1,100000000,0730,0830,0101,1231,0,
91,513243,7050,1,100000000,0700,0900,0101,1231,0,
92,513243,7330,1,100000000,0700,0900,0101,1231,0,
93,513243,7331,1,100000000,0700,0900,0101,1231,0,
94,513243,7636,1,011111000,0730,0830,0101,1231,0,
95,513243,7650,1,011111000,0730,0830,0101,1231,0,
96,513243,7660,1,011111000,0730,0830,0101,1231,0,
97,513243,7841,1,011111000,0700,0900,0101,1231,0,
98,513243,7842,1,011111000,0700,0900,0101,1231,0,
99,513243,7934,1,100000000,0700,0900,0101,1231,0,
100,513243,8261,1,011111000,0730,0830,0101,1231,0,
101,513243,8262,1,011111000,0730,0830,0101,1231,0,
102,513243,8263,1,011111000,0730,0830,0101,1231,0,
103,513243,8264,1,011111000,0730,0830,0101,1231,0,
104,513243,8335,1,100000000,0000,2400,0101,1231,0,
105,513243,8799,1,011111000,0700,0900,0101,1231,0,
106,513243,8800,1,011111000,0700,0900,0101,1231,0,
